employee_id,department,job_role_level,education_level,performance_rating,years_at_company,years_since_last_promotion,monthly_salary_kes,overtime_hours_per_month,job_satisfaction_score,work_life_balance_score,distance_from_home_km,num_companies_worked_previously,remote_work_days_per_week,bonus_amount_kes,attrition
459,Engineering,Senior,Bachelor's,High,9.3,4.9,74174.0,16.4,1.0,3.2,1.2,2,1,24895.233142569698,Yes
460,Sales,Senior,Bachelor's,Outstanding,4.5,3.1,134654.0,32.9,1.9,3.9,11.9,0,4,3902.02522029692,No
461,Engineering,Junior,Diploma,Average,14.4,9.3,54846.0,2.5,3.7,1.0,25.3,0,2,19350.58486264224,Yes
462,Engineering,Mid,Master's,Outstanding,2.6,0.8,94661.0,25.4,2.3,5.0,10.7,2,1,5821.031384261754,No
463,Sales,Mid,Bachelor's,High,3.4,1.8,113168.0,25.4,3.7,3.6,6.5,4,1,4406.953544150594,No
464,Engineering,Mid,Diploma,High,10.6,3.9,28380.0,27.4,3.2,3.1,4.0,5,4,40912.544356535254,Yes
465,Engineering,Mid,Diploma,Average,4.6,3.6,99325.0,14.4,3.0,2.5,6.8,4,4,114046.31065367434,No
466,Finance,Mid,Diploma,High,2.9,1.9,66324.0,17.5,3.9,2.5,14.4,1,5,13566.389370862329,Yes
467,Sales,Senior,Diploma,High,12.4,4.7,169251.0,6.8,3.9,3.4,7.3,1,5,26624.326373128977,No
468,Operations,Junior,Diploma,Low,6.1,4.9,54596.0,15.4,3.5,2.9,29.6,3,1,,Yes
469,Sales,Senior,PhD,High,10.8,5.5,127540.0,24.8,2.3,3.7,18.9,4,5,68160.33076730877,No
470,Sales,Lead,Bachelor's,Average,1.8,1.5,149747.0,20.3,4.5,3.5,18.1,2,4,35151.38812088797,No
471,Finance,Mid,Diploma,High,5.2,1.6,112482.0,10.4,2.1,4.0,5.8,1,2,37678.22138954053,No
472,Engineering,Mid,Bachelor's,Outstanding,1.9,0.6,99036.0,20.6,4.8,3.9,16.2,1,3,10981.431333659853,No
473,Sales,Mid,Bachelor's,Average,2.0,1.4,79020.0,20.3,3.3,3.4,9.3,2,0,13629.770020155765,No
474,Operations,Mid,Bachelor's,Average,3.9,1.1,69454.0,5.4,2.7,3.0,6.4,4,3,,Yes
475,Operations,Junior,PhD,Outstanding,7.2,4.7,51299.0,14.3,1.5,2.5,2.5,1,3,,No
476,Engineering,Mid,Bachelor's,High,3.7,1.6,112324.0,26.5,4.0,3.6,5.1,0,2,9003.287780935882,No
477,Sales,Lead,Master's,Low,14.1,7.3,153789.0,7.7,2.6,3.4,18.1,0,5,43084.52678702123,No
478,Sales,Mid,Master's,High,1.0,0.3,147992.0,17.1,2.9,4.0,10.2,2,3,9263.570404994212,No
479,Engineering,Junior,Bachelor's,Average,2.0,1.4,52382.0,21.5,3.5,4.5,6.7,1,0,24890.435344294277,No
480,Engineering,Lead,Bachelor's,Average,5.4,4.3,194369.0,21.5,3.1,3.4,14.1,3,3,11574.36827250621,Yes
481,Sales,Mid,Diploma,Average,17.5,12.1,40250.0,12.0,2.2,3.5,11.0,2,3,17629.551854260917,Yes
482,Engineering,Mid,Bachelor's,Average,1.5,0.5,76192.0,5.3,4.0,4.4,2.8,3,1,33355.62184319353,No
483,Operations,Mid,Diploma,Average,1.5,0.7,113094.0,11.4,1.6,3.9,10.8,2,0,,Yes
484,Sales,Mid,Master's,Low,3.2,2.3,51802.0,7.8,4.6,2.2,18.7,3,5,16939.392191976218,No
485,Finance,Mid,Master's,Outstanding,1.8,1.4,71362.0,10.6,3.2,2.4,7.1,2,2,74010.86218292473,No
486,Finance,Mid,Diploma,Average,8.4,7.4,159842.0,5.7,1.5,4.5,13.4,1,2,8761.741080144564,Yes
487,Sales,Junior,Diploma,Low,4.3,1.6,28329.0,7.2,3.4,3.1,9.9,1,1,24429.994613413444,No
488,Sales,Mid,Bachelor's,High,3.8,1.9,84296.0,71.4,1.5,2.9,3.3,0,4,37514.26666612448,No
489,Sales,Lead,Bachelor's,Average,15.0,11.5,203601.0,18.5,2.0,4.4,31.6,1,4,23582.017095475785,Yes
490,Engineering,Mid,Diploma,Low,1.8,0.9,74361.0,4.2,1.0,5.0,24.5,0,4,56374.08138151044,No
491,HR,Mid,Diploma,Average,6.1,2.0,127475.0,32.7,2.4,3.9,1.2,1,1,10048.729220700177,No
492,Operations,Mid,Master's,Average,7.4,2.8,63013.0,12.8,2.6,1.7,9.8,2,3,,No
493,Finance,Mid,Bachelor's,High,15.1,3.6,100616.0,25.4,4.3,2.5,2.7,3,5,26656.160067873087,No
494,Sales,Mid,Diploma,High,4.4,1.6,91563.0,10.3,4.6,3.1,14.7,2,0,48450.108516692024,No
495,Engineering,Senior,Diploma,Average,5.4,3.5,114153.0,20.3,3.7,3.0,14.1,1,4,30503.18057748924,No
496,Operations,Junior,Diploma,High,12.5,9.9,76289.0,7.4,3.6,4.3,19.2,5,1,,Yes
497,Operations,Lead,Bachelor's,High,5.2,3.5,197708.0,21.5,3.2,3.9,3.7,1,5,,No
498,Finance,Senior,Bachelor's,High,1.6,1.3,169590.0,3.1,4.6,2.6,14.4,2,2,68080.89394594102,No
499,Engineering,Junior,Bachelor's,Average,9.4,2.5,58153.0,15.4,2.8,3.3,7.8,4,2,35816.91558223488,Yes
500,Sales,Mid,Diploma,Outstanding,2.1,0.7,114372.0,2.0,3.3,4.9,5.5,1,1,14967.496740544877,No
501,Sales,Junior,Master's,Low,7.1,5.2,20000.0,19.8,1.8,,3.2,1,5,20009.59363983205,No
502,Operations,Junior,Master's,Outstanding,12.7,6.0,42187.0,3.9,4.5,2.2,6.1,1,0,,No
503,HR,Junior,Master's,Average,2.0,1.7,37594.0,34.0,3.9,5.0,2.0,2,2,22100.90826050897,No
504,HR,Senior,Master's,High,8.3,4.7,169129.0,5.1,5.0,2.8,8.8,2,1,5394.742770868478,No
505,Engineering,Mid,Master's,High,0.6,0.5,69023.0,9.2,2.5,3.2,16.3,0,0,10071.599498864633,No
506,Finance,Lead,Bachelor's,High,13.4,3.7,150860.0,22.6,3.9,1.4,31.6,1,2,23458.26054839857,No
507,Sales,Junior,Bachelor's,Outstanding,2.9,0.8,45509.0,14.5,4.6,3.2,6.0,1,1,36789.711299341194,No
508,Operations,Mid,Bachelor's,Outstanding,10.0,6.3,89265.0,27.3,2.6,,13.1,1,3,,No
509,Finance,Mid,Bachelor's,High,3.5,1.1,84661.0,23.2,3.2,3.0,18.9,1,4,1640.1435178598813,No
510,Sales,Lead,Master's,Low,1.7,1.5,191873.0,21.4,2.7,2.7,16.2,0,2,29512.51605224654,Yes
511,Operations,Junior,Diploma,Average,1.4,1.2,20000.0,33.5,4.6,1.7,17.4,1,0,,No
512,Sales,Senior,Diploma,High,4.6,1.1,121006.0,20.3,3.3,3.9,13.3,1,4,11156.068025865741,No
513,Sales,Mid,Master's,Outstanding,18.3,6.6,71960.0,68.4,4.0,3.7,4.2,2,3,46419.77899195511,No
514,Finance,Lead,Bachelor's,Average,7.3,1.8,97632.0,19.2,2.8,2.8,7.0,2,2,39992.94950480112,No
515,Engineering,Lead,Bachelor's,Outstanding,7.0,5.1,153021.0,15.0,3.4,3.2,9.7,2,5,19764.766302863143,No
516,Finance,Senior,Master's,Average,7.1,4.8,145544.0,20.1,1.6,,10.2,3,4,22145.013101159562,Yes
517,Engineering,Senior,Bachelor's,Average,2.6,0.9,151315.0,7.7,2.8,2.6,10.1,2,1,13011.140239727487,No
518,Finance,Mid,Master's,Average,4.7,2.3,80240.0,9.0,3.5,3.6,12.4,2,0,23440.376349142298,No
519,Operations,Lead,Master's,Average,21.1,6.1,209418.0,10.1,3.7,2.7,13.2,3,2,,No
520,Finance,Lead,Diploma,High,10.9,3.0,146934.0,12.0,3.2,4.2,9.1,2,4,40405.42858194591,No
521,Sales,Senior,Bachelor's,High,7.5,4.2,144918.0,11.9,1.1,1.8,7.4,2,3,32258.71899301188,No
522,Engineering,Mid,Master's,Average,3.6,1.2,133125.0,16.8,3.0,2.9,6.1,4,1,47580.49852904714,Yes
523,Finance,Mid,Bachelor's,Low,10.4,6.0,80261.0,17.9,3.6,4.1,1.7,2,0,4762.68689191742,Yes
524,Sales,Mid,Diploma,High,8.6,1.8,102075.0,28.3,1.0,3.5,56.9,1,2,6957.908668602435,Yes
525,Sales,Mid,Master's,Average,1.4,0.7,73833.0,6.8,3.4,1.9,21.0,1,4,20854.948207143465,No
526,Sales,Mid,Bachelor's,Low,2.0,1.6,54628.0,55.1,3.6,3.2,20.3,1,4,33963.25470625799,No
527,Operations,Junior,Bachelor's,Average,3.4,2.1,49769.0,12.9,3.8,,6.0,2,0,,No
528,Finance,Junior,Diploma,Average,2.8,1.6,45588.0,7.4,5.0,2.4,0.5,1,5,2801.568503057757,No
529,Operations,Senior,Diploma,High,13.8,6.9,130172.0,26.6,2.7,4.0,10.2,0,1,,Yes
530,Operations,Senior,Diploma,Average,10.0,3.0,116092.0,5.3,4.7,3.5,17.3,2,0,,No
531,Engineering,Mid,Diploma,Average,4.1,1.6,97796.0,7.9,2.8,3.6,13.6,0,1,21940.564526718965,No
532,HR,Mid,PhD,Average,6.0,4.3,89748.0,10.5,2.5,3.6,12.1,0,2,40516.39293013321,No
533,Engineering,Mid,Bachelor's,High,5.9,2.4,113438.0,2.0,3.0,4.1,9.4,2,1,57987.187575776115,No
534,Engineering,Junior,Bachelor's,Outstanding,2.5,0.6,43417.0,14.1,2.6,2.2,8.3,1,2,24992.600186763426,No
535,Sales,Mid,Bachelor's,Average,7.6,3.6,81226.0,24.2,1.6,3.3,7.3,1,0,38349.96539602713,Yes
536,Operations,Mid,Bachelor's,Average,4.5,3.0,93682.0,14.6,4.0,3.1,9.7,3,0,,Yes
537,Sales,Junior,Bachelor's,Average,11.3,9.0,57928.0,25.5,4.1,3.1,9.2,1,1,20995.1614860737,Yes
538,Engineering,Junior,Master's,Low,13.3,8.1,80644.0,7.1,1.7,1.6,11.9,3,1,31458.70918724914,Yes
539,Sales,Senior,Bachelor's,High,4.0,1.8,147747.0,23.3,2.1,1.7,8.3,1,0,26259.128363031,No
540,Operations,Junior,Bachelor's,High,3.3,1.2,31785.0,14.5,3.9,2.0,15.5,1,5,,No
541,Engineering,Mid,Bachelor's,Outstanding,10.4,3.6,80192.0,4.9,5.0,3.8,7.5,3,1,59371.102636675016,No
542,Sales,Junior,Bachelor's,Low,1.2,0.4,29722.0,13.1,3.0,3.8,4.2,2,1,9265.83368285784,No
543,Sales,Junior,Diploma,High,7.3,1.8,67779.0,10.7,4.4,2.9,24.7,2,4,29817.037138368232,No
544,Sales,Senior,Diploma,Average,20.1,12.2,172827.0,7.1,4.9,4.6,8.4,1,1,5171.320137091899,No
545,Sales,Mid,Bachelor's,Average,3.4,0.9,45338.0,48.5,4.0,3.5,16.8,0,5,48973.936715482596,No
546,Engineering,Junior,PhD,Average,7.8,6.1,52734.0,15.0,5.0,4.3,5.4,1,0,56744.042407230816,No
547,Engineering,Junior,Master's,Average,4.0,3.5,26849.0,16.0,4.8,2.6,8.3,2,0,57673.99704166296,No
548,Operations,Senior,Master's,Average,1.9,1.6,120198.0,5.0,2.1,2.0,14.0,3,1,,No
549,Finance,Senior,PhD,Average,8.8,7.1,132611.0,7.8,4.1,5.0,10.6,1,2,10963.844001201604,No
550,Operations,Junior,Diploma,High,0.2,0.1,31780.0,26.4,2.4,4.3,17.5,3,5,,No
551,Engineering,Junior,Diploma,Average,17.3,3.6,38817.0,13.7,2.8,3.8,9.3,2,0,22001.874626480385,No
552,Engineering,Junior,Master's,High,7.6,4.9,49546.0,3.3,3.3,2.8,22.4,2,2,53065.87418880043,No
553,Engineering,Junior,Bachelor's,Outstanding,10.3,2.9,57580.0,16.1,3.0,3.7,21.5,0,4,27910.406530498978,No
554,Engineering,Senior,Bachelor's,High,4.8,1.7,92170.0,24.6,2.2,2.8,24.8,0,3,21971.18993593512,No
555,Operations,Mid,Master's,High,2.7,0.7,93039.0,6.4,4.1,3.0,8.8,3,1,,No
556,Engineering,Junior,Master's,Average,9.5,4.3,35189.0,6.7,1.9,3.1,24.5,2,1,13023.866288152654,No
557,Engineering,Mid,Master's,Outstanding,8.9,6.5,100052.0,5.2,3.2,,3.9,0,0,15049.395444776539,No
558,Engineering,Junior,Diploma,Low,4.9,4.4,33344.0,26.9,2.7,4.4,6.7,1,3,19530.006411416973,No
559,Sales,Junior,Diploma,Average,1.9,0.8,42993.0,14.9,1.0,4.2,1.1,0,3,6850.083670067091,No
560,Engineering,Mid,Master's,High,1.1,0.4,68537.0,26.8,4.0,2.6,1.0,1,4,47156.7347386356,No
561,Finance,Lead,Bachelor's,High,16.1,9.8,207497.0,24.0,3.4,2.0,5.1,1,4,57932.27450055284,No
562,Sales,Mid,Diploma,Average,3.3,2.6,131756.0,2.0,2.6,4.1,5.1,0,3,8824.924763405916,No
563,Engineering,Senior,Diploma,Outstanding,5.3,1.2,88506.0,20.0,3.2,,17.3,1,4,61264.46112099384,No
564,Sales,Mid,Bachelor's,High,6.3,2.0,76630.0,22.5,3.5,4.9,18.6,4,4,26577.72774048516,No
565,Sales,Mid,Bachelor's,Average,12.0,2.8,117370.0,7.5,3.3,,9.5,1,0,29239.104946693897,No
566,Engineering,Lead,Bachelor's,High,3.2,1.1,251908.0,14.0,3.5,3.8,5.6,0,2,58433.44346804573,No
567,Engineering,Junior,Master's,High,2.9,2.2,46256.0,22.3,2.5,5.0,23.6,1,4,10736.8308775418,No
568,Sales,Senior,Master's,High,1.2,0.8,115834.0,19.6,4.1,3.4,16.2,1,0,36380.25143785974,No
569,Engineering,Mid,Bachelor's,Outstanding,11.7,7.6,57690.0,9.9,2.4,4.4,6.1,1,0,13385.303303016535,No
570,Sales,Mid,Bachelor's,High,6.4,3.5,74601.0,34.2,4.8,2.6,1.5,1,4,7918.320928304425,No
571,Operations,Senior,Master's,High,6.6,5.7,93143.0,23.2,4.5,4.6,14.2,1,2,,No
572,Operations,Senior,Master's,High,8.4,4.4,104334.0,23.3,2.1,4.1,2.1,2,2,,Yes
573,Finance,Junior,Master's,Average,9.9,5.2,46761.0,11.6,4.0,4.9,18.7,3,5,4322.729026357664,No
574,Finance,Junior,Bachelor's,Average,4.7,2.7,42415.0,33.5,3.7,2.6,2.6,0,3,15920.029720452601,No
575,Engineering,Mid,Master's,Average,4.1,2.5,127172.0,21.6,1.6,4.6,11.4,0,4,15484.330152457153,No
576,Sales,Mid,Bachelor's,High,1.1,0.9,106095.0,10.8,3.6,4.2,16.9,2,2,18365.35804747253,No
577,Sales,Mid,Bachelor's,High,5.8,3.5,67010.0,21.4,3.3,4.5,13.8,2,3,16259.375926514149,No
578,Finance,Mid,Bachelor's,Average,3.8,2.1,69020.0,10.7,3.6,2.7,43.5,3,2,38486.09079936456,No
579,Finance,Mid,Bachelor's,Average,22.3,5.1,86695.0,4.7,2.8,3.9,1.6,1,3,64243.401684243676,No
580,Sales,Junior,Diploma,High,1.6,0.4,38202.0,6.1,2.4,,18.8,1,5,23387.246818593387,No
581,Sales,Junior,Bachelor's,Low,4.6,3.1,29009.0,7.2,2.0,4.0,2.0,2,2,8566.753954646621,No
582,Operations,Mid,Master's,High,3.6,1.0,39454.0,15.4,3.1,2.5,8.4,1,0,,No
583,Sales,Mid,Bachelor's,Outstanding,4.1,1.4,136852.0,12.1,2.5,4.7,10.4,1,0,19060.715323399607,No
584,Engineering,Junior,PhD,Average,1.5,1.1,20000.0,18.9,4.5,3.9,8.6,0,5,16331.565361115696,No
585,Operations,Junior,Diploma,Low,5.4,4.5,43318.0,10.9,4.3,2.9,5.9,2,1,,No
586,Engineering,Mid,PhD,Outstanding,6.5,2.6,20000.0,16.1,3.0,3.3,0.7,0,4,13035.740743154545,No
587,Finance,Mid,PhD,Average,9.8,6.1,112291.0,19.3,2.9,4.3,5.7,2,3,14622.54333360032,Yes
588,Operations,Junior,Diploma,Average,4.4,3.8,38728.0,1.0,2.7,1.6,2.2,5,0,,Yes
589,Operations,Junior,Bachelor's,Low,4.4,2.7,33971.0,26.1,3.4,2.8,12.0,4,3,,Yes
590,Sales,Junior,Bachelor's,Average,2.6,0.6,30158.0,32.6,4.5,2.9,16.2,2,4,28709.541303837104,No
591,Engineering,Mid,Master's,Low,1.0,0.6,100626.0,1.1,3.7,,10.0,1,3,19616.77735180453,No
592,Sales,Junior,Bachelor's,Average,1.7,1.3,63658.0,9.2,4.4,1.5,14.3,0,1,30690.96029683596,No
593,Operations,Mid,Diploma,Average,3.0,2.0,87387.0,3.2,4.8,2.8,10.0,4,1,,No
594,Engineering,Junior,Bachelor's,High,2.3,0.7,64284.0,21.3,2.4,4.2,13.5,0,3,7802.197221940605,No
595,Operations,Mid,Bachelor's,High,11.9,7.4,94432.0,8.4,2.9,3.8,16.9,2,5,,No
596,Finance,Mid,Diploma,High,4.3,1.7,74805.0,8.7,2.7,2.4,11.8,0,1,28934.41675973011,No
597,Finance,Junior,Master's,Average,9.9,3.9,30893.0,13.3,3.4,4.0,11.3,1,3,28760.125461666925,No
598,Engineering,Mid,Bachelor's,High,5.4,2.9,94721.0,23.6,2.9,4.0,24.1,0,4,24465.451386572437,No
599,Finance,Senior,Diploma,High,6.0,3.4,93696.0,6.2,3.2,,14.6,5,3,26186.745276992962,No
600,Sales,Lead,Diploma,Low,2.3,0.8,124923.0,42.9,3.1,4.1,3.9,2,3,8484.708545425387,No
601,Engineering,Mid,Diploma,Outstanding,13.0,3.8,108830.0,18.5,4.6,,11.3,2,0,80262.62312726867,No
602,HR,Junior,Bachelor's,Average,5.0,1.2,60501.0,22.1,2.7,4.2,13.4,2,0,10342.1801439025,No
603,Sales,Junior,Bachelor's,High,4.4,1.4,37442.0,14.3,5.0,1.2,4.8,1,3,26052.024270938273,No
604,Operations,Mid,Bachelor's,Average,3.6,0.9,111760.0,14.8,1.3,3.6,14.9,2,0,,No
605,Operations,Mid,Master's,High,5.4,3.1,87109.0,8.5,1.6,3.2,14.2,2,0,,Yes
606,Engineering,Junior,Master's,High,1.7,1.4,55426.0,13.7,3.0,4.4,1.7,2,3,11868.958964442578,No
607,Finance,Junior,Diploma,Average,10.4,4.4,34170.0,15.5,3.6,2.8,6.8,2,3,6352.402089035846,No
608,HR,Mid,Bachelor's,Outstanding,4.0,3.1,141461.0,14.6,3.1,4.7,0.5,2,5,1383.7877927081788,No
609,Finance,Mid,Diploma,Average,10.5,4.9,52019.0,13.3,3.9,4.4,8.2,3,0,5278.091575950336,No
610,Engineering,Senior,Diploma,High,7.0,3.1,163718.0,34.2,3.7,,10.7,3,1,8523.597116032866,Yes
611,Operations,Junior,Diploma,Average,2.8,1.8,49529.0,8.0,4.5,3.6,13.0,2,4,,No
612,Finance,Mid,Bachelor's,Average,2.2,1.2,93297.0,14.9,4.1,3.0,3.9,4,2,37764.0281408278,Yes
613,Sales,Junior,Bachelor's,Average,8.2,3.0,49807.0,1.5,4.5,5.0,21.3,3,1,24460.20165506231,No
614,Engineering,Mid,Master's,Average,2.9,1.9,99202.0,25.0,3.9,4.1,12.1,2,3,29072.740682360218,No
615,Engineering,Lead,Bachelor's,Average,9.5,6.5,292851.0,16.4,4.4,4.1,5.5,0,1,26073.108099656623,No
616,Operations,Senior,Bachelor's,Average,4.0,1.8,128647.0,14.0,2.3,3.4,13.6,2,2,,No
617,Engineering,Junior,Master's,Outstanding,4.2,1.6,32550.0,1.7,2.6,2.6,8.9,2,3,17188.98750045178,No
618,Engineering,Mid,Bachelor's,Average,21.3,15.0,120128.0,3.0,4.8,2.6,7.0,2,1,29828.97036152682,Yes
619,Operations,Mid,Bachelor's,Outstanding,4.8,2.6,122967.0,25.5,2.7,2.2,2.4,3,2,,No
620,Operations,Junior,Bachelor's,Average,11.5,5.9,39461.0,7.5,2.5,2.3,7.1,1,2,,No
621,Engineering,Senior,Bachelor's,Average,8.7,6.8,113308.0,26.6,3.2,2.0,3.7,2,4,73298.2512843644,No
622,Sales,Junior,Bachelor's,Average,4.7,2.2,50664.0,7.2,1.9,3.5,4.9,0,0,23633.939514335438,No
623,Sales,Junior,Diploma,High,6.3,4.6,52998.0,12.4,2.1,5.0,10.9,1,2,34163.44929760079,No
624,Finance,Junior,PhD,Average,0.3,0.1,76443.0,2.4,5.0,2.5,17.8,0,0,35297.50019133863,No
625,Operations,Mid,Bachelor's,Average,14.2,6.8,109651.0,27.1,5.0,3.6,15.8,1,0,,No
626,Sales,Junior,Bachelor's,Average,6.5,2.9,39053.0,8.6,2.6,4.0,13.7,1,2,28768.462818752603,No
627,Operations,Mid,Diploma,Average,3.5,2.0,96656.0,6.0,2.9,4.0,1.6,0,0,,No
628,Operations,Mid,Master's,Average,1.6,1.1,55264.0,6.0,2.1,3.0,39.5,3,3,,No
629,Operations,Lead,Bachelor's,Average,17.9,13.2,202767.0,5.2,4.8,2.9,46.2,2,4,,No
630,Sales,Senior,Bachelor's,Low,2.5,1.2,178848.0,20.0,3.8,2.1,6.9,3,4,92286.78121264423,No
631,HR,Mid,Bachelor's,Outstanding,1.0,0.2,75641.0,11.5,3.7,2.9,12.9,0,4,25460.46136274215,No
632,Sales,Senior,Diploma,High,10.3,5.6,131805.0,11.6,4.3,5.0,1.6,0,3,16410.851834723187,No
633,Engineering,Senior,Bachelor's,High,0.3,0.2,47995.0,10.0,3.7,3.9,4.1,1,0,13943.481844393946,No
634,Operations,Mid,Diploma,Average,4.7,1.2,113289.0,3.7,1.8,3.6,5.5,1,3,,No
635,Finance,Mid,Diploma,High,15.7,14.0,91855.0,30.1,5.0,1.7,17.6,3,4,15732.087308188482,No
636,Engineering,Mid,Bachelor's,High,3.6,0.8,98871.0,29.5,4.1,,21.3,4,5,11214.314062614421,No
637,Engineering,Mid,Bachelor's,Average,1.6,0.4,96895.0,6.0,3.5,4.3,4.2,2,5,12482.96678355255,No
638,HR,Junior,Master's,Average,12.9,11.0,60592.0,10.9,3.7,3.1,14.4,1,4,4017.4420084005956,No
639,Sales,Mid,Bachelor's,High,9.8,6.9,114341.0,12.8,1.0,3.7,31.1,4,0,24275.63045291643,Yes
640,Finance,Junior,Bachelor's,High,4.3,2.3,23146.0,3.2,3.8,3.4,11.6,3,2,38813.35576788639,No
641,Finance,Mid,Diploma,High,10.1,6.2,48338.0,18.1,2.4,3.1,18.3,0,0,29311.499786981105,Yes
642,Sales,Senior,Bachelor's,High,1.9,0.8,166283.0,39.1,3.2,5.0,12.2,2,2,15785.870922264736,No
643,Sales,Senior,Bachelor's,Average,8.1,5.4,58271.0,36.7,2.4,1.8,12.4,2,2,57707.20092503812,Yes
644,Engineering,Mid,PhD,Average,4.0,2.5,52019.0,12.5,3.3,2.1,4.5,2,5,40191.8420656397,No
645,HR,Mid,Diploma,High,1.9,1.7,102651.0,6.1,2.4,2.2,24.9,1,0,21507.99951269645,No
646,Engineering,Senior,Diploma,High,3.3,1.7,63706.0,9.1,1.7,4.0,14.5,2,0,45748.362970839684,No
647,Engineering,Mid,Diploma,Average,4.2,1.7,72272.0,9.3,4.7,2.6,3.9,0,5,32173.562233177054,No
648,Operations,Junior,Bachelor's,Average,8.3,5.0,48321.0,11.2,1.5,2.0,11.9,1,4,,No
649,HR,Senior,Bachelor's,High,1.4,0.6,166924.0,25.6,4.1,2.2,22.1,2,5,1967.0894585260726,No
650,Sales,Junior,Bachelor's,High,3.1,2.0,53618.0,14.1,4.2,3.6,22.1,1,3,78933.06475787169,No
651,Sales,Junior,Bachelor's,High,3.3,2.1,41161.0,41.7,5.0,3.8,17.9,2,2,4733.532961858801,No
652,Engineering,Mid,Diploma,High,9.1,7.2,80777.0,19.6,2.7,4.4,13.5,2,1,47769.74537809422,Yes
653,Sales,Mid,Bachelor's,High,1.1,0.6,122396.0,22.4,3.2,2.6,11.9,1,3,23870.60574965246,No
654,Engineering,Senior,Bachelor's,High,14.0,7.1,60424.0,10.6,5.0,1.0,3.9,2,1,6188.0090218671785,No
655,HR,Lead,Bachelor's,Average,4.6,2.9,74240.0,25.7,3.4,2.2,5.8,4,3,27604.249537568576,Yes
656,Finance,Senior,Bachelor's,High,4.9,1.5,179882.0,2.5,2.3,1.7,4.1,3,1,22524.28755282742,No
657,Engineering,Junior,Diploma,High,10.1,8.2,33576.0,13.0,1.9,2.6,12.1,2,5,41487.225820728214,No
658,Sales,Junior,Bachelor's,Outstanding,7.2,6.1,33668.0,13.7,3.8,3.8,28.5,5,1,64422.12296833252,No
659,Engineering,Mid,Bachelor's,High,4.3,2.2,116121.0,29.3,3.5,3.5,6.4,1,5,21651.35796224388,No
660,Engineering,Junior,Bachelor's,Average,3.0,1.2,48499.0,30.9,3.4,2.2,11.0,2,0,60977.84994868687,No
661,Engineering,Lead,Bachelor's,High,2.7,0.7,152880.0,25.4,4.6,,9.6,1,0,20526.6147019209,No
662,Sales,Mid,Master's,High,7.5,4.6,89544.0,18.5,3.9,3.0,14.4,1,4,16335.817125538078,No
663,Finance,Mid,PhD,Average,14.9,9.8,74739.0,5.8,4.8,2.8,25.1,0,4,41760.38458215233,No
664,Engineering,Mid,Diploma,Average,1.7,1.2,99507.0,5.2,3.4,2.7,8.5,1,3,18069.309423164064,No
665,Operations,Senior,Bachelor's,Outstanding,2.1,0.9,68753.0,14.5,1.3,,5.9,5,4,,No
666,Finance,Mid,Master's,Outstanding,12.6,6.9,72597.0,12.9,1.6,4.1,14.3,0,5,17100.0788689038,No
667,HR,Junior,Bachelor's,Average,6.5,4.5,47734.0,22.4,3.7,5.0,24.1,2,1,39263.63134971353,No
668,HR,Senior,Diploma,Average,1.9,1.7,202857.0,5.6,4.2,3.8,2.3,1,4,41493.06363543766,No
669,Engineering,Junior,Bachelor's,High,12.9,10.3,59549.0,8.0,2.8,4.7,4.7,8,1,14952.049561602355,No
670,Engineering,Senior,Bachelor's,High,5.6,1.4,158358.0,24.7,2.4,1.6,5.6,5,4,21076.134324033883,No
671,Finance,Mid,Bachelor's,High,6.3,5.0,123752.0,35.8,3.6,2.4,3.5,3,0,12503.40579515236,Yes
672,HR,Mid,Bachelor's,Average,4.0,2.2,82405.0,14.0,4.0,2.7,7.6,1,1,40914.44327773455,No
673,Engineering,Junior,Diploma,Outstanding,5.1,1.5,52661.0,5.8,3.3,3.8,13.4,1,3,20707.611403803505,No
674,Engineering,Senior,Master's,Low,5.7,3.7,113430.0,11.1,2.8,3.0,10.7,1,3,24517.206483953243,No
675,Finance,Mid,Bachelor's,Average,7.5,5.9,105996.0,13.8,4.8,,9.9,2,1,22216.587648075034,No
676,Engineering,Mid,Bachelor's,Average,12.0,9.0,90566.0,15.5,4.4,,4.5,4,1,43024.18388780433,No
677,Operations,Senior,Diploma,Average,0.5,0.3,191156.0,7.4,3.5,3.8,12.0,0,3,,No
678,HR,Junior,Master's,Average,7.1,4.1,50581.0,21.1,4.0,2.9,12.8,2,1,24452.6057705967,No
679,Engineering,Senior,Master's,Average,13.9,12.4,101678.0,14.3,2.7,2.0,14.2,2,2,43300.6216191613,Yes
680,Engineering,Senior,Bachelor's,Average,5.8,4.0,137555.0,11.0,3.4,3.8,12.1,2,5,40030.88733311619,No
681,Engineering,Mid,Bachelor's,High,4.2,3.0,95478.0,7.3,4.4,3.3,7.5,3,5,28558.261272142372,No
682,Finance,Lead,Diploma,Average,3.2,0.9,174273.0,7.3,5.0,3.3,11.1,3,2,41297.974427641224,No
683,Operations,Senior,Bachelor's,Average,11.2,7.1,103505.0,8.4,5.0,1.0,17.8,0,1,,No
684,Sales,Mid,PhD,Average,9.1,5.4,123462.0,7.8,3.8,3.1,13.2,4,3,8055.944246495071,No
685,Sales,Mid,Master's,High,16.3,8.7,69731.0,5.6,4.2,3.0,17.1,1,0,85407.90005842621,No
686,Operations,Mid,Bachelor's,High,6.2,3.7,118307.0,18.7,5.0,2.7,26.0,0,2,,No
