customer_id,contract_type,payment_method,internet_service,tech_support,has_multiple_lines,senior_citizen,customer_satisfaction_level,competitor_offer_recent,tenure_months,monthly_charges_kes,total_charges_kes,num_support_tickets,partner_dependents_count,avg_monthly_data_usage_gb,satisfaction_survey_score,churn
449,Month-to-Month,Electronic Check,DSL,Yes,Yes,No,Medium,Yes,32.3,7186.0,240823.0,1,0,77.3,4.3,Yes
450,Month-to-Month,Bank Transfer,Fiber Optic,No,No,No,High,No,54.6,2495.0,140514.0,2,2,35.5,4.0,No
451,One Year,Bank Transfer,DSL,Yes,No,No,Medium,No,28.8,2860.0,82103.0,3,1,46.8,3.7,No
452,Month-to-Month,Bank Transfer,DSL,No,No,No,Medium,No,55.9,704.0,43420.0,3,1,16.9,2.1,No
453,Month-to-Month,Credit Card,DSL,No,Yes,No,High,No,41.2,3441.0,147843.0,2,0,59.7,4.2,No
454,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,No,Medium,No,34.3,5246.0,182893.0,1,2,47.0,4.0,Yes
455,One Year,Bank Transfer,Fiber Optic,No,Yes,No,Low,No,71.6,3646.0,266250.0,3,0,76.6,3.1,No
456,Month-to-Month,Mailed Check,Fiber Optic,Yes,Yes,No,Low,No,12.5,2403.0,26418.0,3,0,47.1,2.3,Yes
457,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,No,High,No,22.4,4415.0,108515.0,2,2,41.4,3.1,No
458,Month-to-Month,Mailed Check,None,No,Yes,No,Medium,No,39.2,5057.0,201137.0,3,1,,3.7,No
459,Month-to-Month,Credit Card,DSL,Yes,No,No,Medium,No,9.7,3817.0,36252.0,3,0,72.9,3.1,Yes
460,Month-to-Month,Electronic Check,DSL,No,No,No,Medium,No,37.3,4442.0,178109.0,1,1,43.9,4.0,No
461,Month-to-Month,Mailed Check,Fiber Optic,Yes,No,No,High,No,17.3,3889.0,67727.0,1,2,27.2,3.5,Yes
462,One Year,Credit Card,Fiber Optic,No,Yes,No,Medium,No,14.8,2825.0,40117.0,0,0,62.4,2.5,No
463,Month-to-Month,Electronic Check,None,No,Yes,No,Low,No,30.0,2844.0,85135.0,0,1,,3.7,No
464,Month-to-Month,Electronic Check,DSL,Yes,Yes,Yes,Low,No,51.9,3520.0,191058.0,1,1,14.5,3.0,No
465,One Year,Electronic Check,None,No,Yes,No,High,Yes,1.7,3184.0,5619.0,1,0,,3.1,No
466,Two Year,Bank Transfer,Fiber Optic,Yes,Yes,Yes,Low,Yes,30.3,3715.0,105534.0,2,0,59.9,4.0,No
467,Month-to-Month,Electronic Check,DSL,Yes,Yes,No,Medium,No,8.3,3283.0,24684.0,1,1,22.3,3.2,Yes
468,Month-to-Month,Mailed Check,Fiber Optic,No,No,No,High,Yes,17.2,5136.0,86268.0,3,1,10.4,4.2,No
469,Month-to-Month,Credit Card,Fiber Optic,Yes,No,No,Medium,No,37.4,5090.0,201726.0,2,2,43.2,3.2,No
470,Two Year,Bank Transfer,DSL,Yes,Yes,No,Low,Yes,36.0,3132.0,116221.0,1,1,77.1,4.1,No
471,Month-to-Month,Credit Card,Fiber Optic,Yes,No,No,Medium,Yes,72.0,2867.0,199337.0,3,2,47.8,2.8,Yes
472,One Year,Bank Transfer,Fiber Optic,Yes,No,No,Medium,No,28.6,5493.0,154678.0,0,3,12.6,3.6,No
473,One Year,Credit Card,DSL,Yes,Yes,No,Low,No,72.0,1807.0,132837.0,0,0,55.2,3.3,No
474,Two Year,Credit Card,None,Yes,Yes,Yes,High,No,18.4,4338.0,88035.0,0,2,,4.0,No
475,Month-to-Month,Electronic Check,None,Yes,No,No,Medium,No,33.6,1465.0,47050.0,4,1,,5.0,No
476,Month-to-Month,Electronic Check,Fiber Optic,No,No,No,High,Yes,41.6,5808.0,239130.0,1,1,13.0,2.7,No
477,One Year,Mailed Check,Fiber Optic,No,Yes,No,High,No,33.8,5935.0,203598.0,0,0,97.4,1.8,No
478,One Year,Bank Transfer,Fiber Optic,Yes,No,No,Low,No,6.4,4578.0,29394.0,1,3,28.2,5.0,Yes
479,Two Year,Credit Card,Fiber Optic,Yes,Yes,No,Medium,Yes,24.1,4731.0,117719.0,2,1,46.0,,No
480,Two Year,Credit Card,Fiber Optic,No,Yes,No,High,No,25.2,5173.0,128445.0,0,0,41.9,2.6,No
481,One Year,Bank Transfer,None,No,Yes,No,Medium,Yes,30.4,4467.0,149666.0,2,2,,2.8,No
482,Month-to-Month,Bank Transfer,DSL,Yes,No,No,Medium,No,1.5,5462.0,8749.0,2,1,24.8,3.0,Yes
483,Two Year,Electronic Check,Fiber Optic,No,No,No,Medium,No,30.0,3582.0,110600.0,2,2,64.6,,No
484,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,No,High,No,37.5,4056.0,143527.0,0,3,44.4,4.7,No
485,Month-to-Month,Electronic Check,DSL,Yes,Yes,No,High,No,8.3,2955.0,23406.0,3,0,49.6,2.3,No
486,Month-to-Month,Electronic Check,DSL,No,No,No,Low,No,37.9,4429.0,164652.0,3,4,53.6,2.9,No
487,One Year,Bank Transfer,DSL,Yes,Yes,Yes,High,No,28.6,1424.0,41625.0,0,1,105.8,,No
488,One Year,Mailed Check,Fiber Optic,Yes,Yes,No,Low,No,28.7,3670.0,105954.0,1,0,24.3,4.4,No
489,One Year,Electronic Check,None,No,No,No,Medium,No,62.1,4506.0,287349.0,3,1,,4.0,No
490,One Year,Bank Transfer,Fiber Optic,No,No,No,Medium,No,40.6,6051.0,249680.0,1,2,32.7,3.3,Yes
491,One Year,Mailed Check,DSL,Yes,Yes,No,Medium,No,12.1,1161.0,14432.0,2,1,18.2,2.8,No
492,Month-to-Month,Bank Transfer,None,No,Yes,No,Medium,No,72.0,2707.0,197530.0,0,1,,4.0,No
493,One Year,Electronic Check,Fiber Optic,Yes,No,No,Low,No,9.8,3342.0,35554.0,3,1,32.5,3.3,Yes
494,Month-to-Month,Mailed Check,None,Yes,No,No,High,No,23.8,3355.0,79771.0,1,1,,4.2,No
495,One Year,Mailed Check,DSL,Yes,No,No,Medium,No,12.0,3738.0,45628.0,2,1,53.5,3.7,No
496,Two Year,Bank Transfer,DSL,No,No,Yes,High,No,20.0,4176.0,85078.0,3,1,38.9,3.5,No
497,One Year,Electronic Check,Fiber Optic,No,No,No,Medium,No,46.5,4570.0,206216.0,2,0,39.8,2.2,No
498,Month-to-Month,Mailed Check,Fiber Optic,No,Yes,No,Low,No,36.7,1500.0,52312.0,1,1,10.8,3.0,No
499,Two Year,Bank Transfer,Fiber Optic,Yes,No,No,Medium,No,14.4,2699.0,38722.0,5,1,56.0,2.0,No
500,Month-to-Month,Electronic Check,None,No,No,Yes,Medium,No,5.4,1629.0,8712.0,5,2,,5.0,No
501,Month-to-Month,Bank Transfer,Fiber Optic,No,Yes,Yes,Medium,No,21.0,3043.0,65827.0,4,1,56.4,4.0,Yes
502,One Year,Electronic Check,Fiber Optic,Yes,No,No,Medium,No,47.7,5491.0,277487.0,2,0,67.2,3.3,No
503,One Year,Electronic Check,Fiber Optic,Yes,No,No,Low,Yes,44.7,3856.0,169673.0,1,2,76.0,3.3,No
504,Month-to-Month,Bank Transfer,Fiber Optic,No,Yes,No,Medium,No,31.2,3493.0,116077.0,0,2,53.8,5.0,No
505,Month-to-Month,Credit Card,None,No,No,No,High,No,26.1,3357.0,91020.0,3,2,,2.4,No
506,Month-to-Month,Credit Card,Fiber Optic,No,No,No,Medium,No,13.4,5942.0,73818.0,1,1,55.1,,Yes
507,Month-to-Month,Mailed Check,DSL,Yes,No,No,Medium,Yes,22.2,3887.0,84571.0,4,1,96.4,2.8,Yes
508,Month-to-Month,Bank Transfer,Fiber Optic,No,No,No,High,No,43.7,2773.0,130628.0,1,0,96.0,1.0,No
509,Month-to-Month,Electronic Check,None,Yes,No,No,Medium,Yes,14.8,3531.0,49732.0,2,0,,3.9,Yes
510,Month-to-Month,Electronic Check,None,No,No,No,Medium,No,33.8,1803.0,57755.0,4,3,,2.8,Yes
511,Month-to-Month,Credit Card,None,No,No,No,Medium,Yes,29.3,3289.0,96115.0,0,1,,4.1,No
512,Month-to-Month,Electronic Check,DSL,No,Yes,No,High,Yes,13.4,4179.0,58861.0,0,1,57.6,2.5,No
513,Month-to-Month,Credit Card,Fiber Optic,Yes,No,No,Low,Yes,3.7,2755.0,9319.0,1,3,29.5,4.4,Yes
514,Month-to-Month,Electronic Check,None,Yes,No,Yes,Low,Yes,68.1,2284.0,144942.0,2,2,,2.4,No
515,Month-to-Month,Bank Transfer,None,No,No,No,High,No,28.7,3952.0,116819.0,4,2,,4.1,No
516,Month-to-Month,Electronic Check,None,No,Yes,No,Medium,No,35.7,2782.0,91995.0,0,1,,3.2,No
517,One Year,Electronic Check,Fiber Optic,No,Yes,No,High,No,30.0,5324.0,160979.0,3,2,36.8,4.7,Yes
518,Month-to-Month,Bank Transfer,None,No,No,No,Medium,Yes,10.2,4352.0,43911.0,1,0,,3.0,No
519,Month-to-Month,Credit Card,DSL,Yes,Yes,No,High,No,25.7,1652.0,46018.0,2,1,14.5,3.9,No
520,Month-to-Month,Electronic Check,None,No,Yes,No,Low,No,6.5,5497.0,36692.0,1,1,,2.8,No
521,One Year,Mailed Check,DSL,No,No,No,High,Yes,23.0,2021.0,46669.0,3,3,33.7,3.0,No
522,Month-to-Month,Bank Transfer,Fiber Optic,No,Yes,Yes,Medium,No,47.3,5174.0,244807.0,2,1,42.3,4.0,No
523,Month-to-Month,Mailed Check,Fiber Optic,No,No,Yes,Medium,Yes,21.6,1996.0,39832.0,1,1,28.3,3.1,No
524,One Year,Electronic Check,Fiber Optic,Yes,No,No,High,Yes,71.9,5620.0,406738.0,3,4,24.7,,No
525,Month-to-Month,Electronic Check,Fiber Optic,Yes,Yes,No,Low,No,30.4,5063.0,160675.0,3,1,33.7,2.8,Yes
526,Month-to-Month,Credit Card,Fiber Optic,No,Yes,No,High,No,44.3,3869.0,179471.0,1,1,55.7,3.0,No
527,Two Year,Electronic Check,DSL,Yes,No,No,High,No,40.6,3089.0,138631.0,1,3,61.4,4.7,No
528,Month-to-Month,Bank Transfer,DSL,No,Yes,No,Medium,No,15.8,2605.0,42195.0,5,1,29.0,3.4,Yes
529,Two Year,Mailed Check,DSL,Yes,Yes,No,Low,No,32.2,5018.0,163957.0,4,1,31.8,3.1,No
530,One Year,Electronic Check,Fiber Optic,No,No,No,Low,No,72.0,5233.0,358031.0,3,1,84.4,3.2,Yes
531,Two Year,Bank Transfer,None,No,No,Yes,Medium,No,32.3,6131.0,205911.0,1,1,,3.5,No
532,One Year,Credit Card,Fiber Optic,Yes,No,No,Medium,Yes,35.0,3437.0,121610.0,0,2,28.4,2.6,No
533,Month-to-Month,Electronic Check,DSL,No,No,No,Medium,No,49.2,3981.0,194888.0,4,0,24.7,4.7,No
534,Month-to-Month,Mailed Check,DSL,No,No,Yes,High,No,22.5,3504.0,79901.0,2,1,148.0,3.5,No
535,One Year,Mailed Check,DSL,No,Yes,No,High,No,30.7,1946.0,62852.0,1,0,21.5,2.3,No
536,One Year,Electronic Check,Fiber Optic,Yes,Yes,No,Medium,No,23.6,4098.0,93157.0,2,0,30.3,2.4,No
537,Two Year,Electronic Check,Fiber Optic,No,Yes,No,Medium,Yes,36.3,6818.0,249641.0,1,0,68.7,3.9,Yes
538,Month-to-Month,Credit Card,Fiber Optic,No,Yes,No,Medium,No,38.3,4404.0,169774.0,4,0,79.9,1.5,Yes
539,One Year,Electronic Check,None,No,No,No,Medium,No,72.0,2784.0,198599.0,1,0,,3.5,No
540,One Year,Credit Card,Fiber Optic,No,Yes,Yes,Medium,No,18.3,3638.0,70396.0,2,1,88.7,2.9,No
541,One Year,Electronic Check,Fiber Optic,No,No,No,High,No,10.2,4774.0,45713.0,3,1,61.7,3.9,No
542,One Year,Mailed Check,None,Yes,No,No,Medium,Yes,21.6,500.0,10823.0,2,2,,3.5,No
543,Month-to-Month,Bank Transfer,Fiber Optic,No,No,No,High,Yes,40.6,1552.0,62130.0,1,2,47.9,3.0,No
544,One Year,Credit Card,DSL,Yes,Yes,No,High,No,26.4,4664.0,119290.0,1,2,68.1,3.2,No
545,Month-to-Month,Bank Transfer,Fiber Optic,No,No,Yes,Low,Yes,12.4,1488.0,17225.0,3,2,13.7,3.0,Yes
546,Two Year,Mailed Check,DSL,No,Yes,No,Low,No,42.2,4071.0,165766.0,0,3,64.9,4.1,No
547,Two Year,Bank Transfer,None,No,Yes,No,Medium,No,33.7,2886.0,91518.0,1,0,,1.0,No
548,Two Year,Bank Transfer,DSL,Yes,Yes,No,Medium,No,53.5,4587.0,248679.0,0,0,20.1,3.7,No
549,Two Year,Mailed Check,Fiber Optic,No,No,No,Low,Yes,21.9,3764.0,83176.0,0,3,8.9,3.4,No
550,Month-to-Month,Electronic Check,Fiber Optic,No,No,No,High,Yes,53.1,6208.0,341607.0,3,0,38.2,3.9,Yes
551,Two Year,Mailed Check,DSL,No,No,Yes,High,No,32.5,3289.0,111253.0,2,0,27.4,2.2,No
552,Month-to-Month,Credit Card,DSL,No,No,Yes,Low,No,19.0,2410.0,42732.0,1,0,33.6,3.9,No
553,Month-to-Month,Electronic Check,DSL,Yes,Yes,Yes,Low,No,51.3,4683.0,238139.0,1,0,32.0,4.8,Yes
554,Month-to-Month,Electronic Check,DSL,No,No,Yes,Low,Yes,28.7,3232.0,92164.0,2,1,32.5,2.6,Yes
555,Two Year,Bank Transfer,DSL,Yes,Yes,No,Medium,Yes,59.9,5670.0,340754.0,2,0,86.6,3.6,No
556,Month-to-Month,Mailed Check,None,No,Yes,No,Medium,Yes,44.2,2387.0,101414.0,3,2,,4.4,No
557,Month-to-Month,Electronic Check,Fiber Optic,No,No,No,Medium,Yes,9.3,5308.0,45975.0,3,2,4.6,3.6,Yes
558,Month-to-Month,Bank Transfer,None,No,Yes,No,Low,No,38.4,5925.0,219899.0,1,0,,3.2,No
559,One Year,Credit Card,None,Yes,Yes,No,Medium,No,59.7,1788.0,102360.0,3,1,,5.0,No
560,Month-to-Month,Electronic Check,None,No,Yes,No,High,No,70.3,4128.0,290296.0,0,0,,4.7,No
561,One Year,Bank Transfer,Fiber Optic,No,Yes,No,Low,No,29.1,971.0,28601.0,1,0,33.2,3.7,No
562,Two Year,Credit Card,Fiber Optic,No,No,No,Low,No,9.1,2978.0,26291.0,3,0,29.3,,No
563,Month-to-Month,Electronic Check,DSL,No,No,No,Low,Yes,37.8,2856.0,101022.0,5,3,64.7,,Yes
564,Month-to-Month,Electronic Check,DSL,No,Yes,No,High,No,72.0,3915.0,276009.0,2,1,65.0,5.0,No
565,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,No,Low,No,26.4,5177.0,133803.0,0,0,28.5,4.6,Yes
566,One Year,Electronic Check,DSL,Yes,Yes,No,Medium,No,28.5,3221.0,101330.0,1,0,49.1,4.8,No
567,Month-to-Month,Electronic Check,Fiber Optic,No,No,No,Medium,No,66.1,2981.0,191139.0,2,1,4.8,2.2,No
568,Month-to-Month,Bank Transfer,None,No,No,No,Medium,Yes,35.9,2915.0,100446.0,2,3,,2.8,No
569,Month-to-Month,Bank Transfer,Fiber Optic,No,Yes,No,Low,No,54.4,2928.0,164570.0,0,1,41.0,4.4,No
570,Two Year,Bank Transfer,DSL,Yes,No,Yes,Medium,No,28.1,3272.0,85954.0,5,1,32.3,5.0,No
571,Month-to-Month,Credit Card,DSL,No,Yes,No,Medium,No,30.5,1696.0,49580.0,4,0,20.5,3.3,No
572,Month-to-Month,Bank Transfer,Fiber Optic,No,No,No,High,No,9.2,5693.0,53008.0,1,1,66.9,4.7,No
573,One Year,Electronic Check,Fiber Optic,Yes,No,No,Low,No,25.6,3615.0,84991.0,2,1,30.2,2.3,No
574,Month-to-Month,Electronic Check,Fiber Optic,No,No,No,Medium,No,19.8,4026.0,82371.0,3,1,114.9,,Yes
575,Month-to-Month,Electronic Check,Fiber Optic,Yes,Yes,No,Medium,Yes,18.0,5175.0,83993.0,3,0,72.4,4.1,Yes
576,Month-to-Month,Electronic Check,None,Yes,Yes,No,Medium,Yes,65.3,6735.0,449483.0,2,0,,2.8,No
577,Month-to-Month,Electronic Check,None,No,Yes,No,High,No,5.6,3290.0,18704.0,2,0,,3.7,No
578,Month-to-Month,Bank Transfer,DSL,No,No,Yes,Medium,No,60.7,1184.0,71227.0,1,1,65.9,,No
579,Two Year,Electronic Check,DSL,No,Yes,No,Medium,No,10.3,2133.0,20603.0,1,1,55.6,3.7,No
580,One Year,Mailed Check,DSL,No,No,No,Medium,Yes,11.6,3204.0,36420.0,3,0,20.7,5.0,Yes
581,Month-to-Month,Mailed Check,Fiber Optic,No,No,No,High,No,35.6,3134.0,118121.0,1,2,61.4,5.0,No
582,Month-to-Month,Bank Transfer,DSL,No,No,No,Medium,No,13.4,2936.0,38208.0,3,1,120.2,5.0,No
583,Two Year,Credit Card,None,No,No,No,Medium,No,19.0,3852.0,69421.0,0,1,,4.6,No
584,One Year,Credit Card,Fiber Optic,No,Yes,No,High,No,11.1,2925.0,32383.0,4,0,53.2,2.7,No
585,Two Year,Mailed Check,Fiber Optic,No,Yes,No,Medium,No,24.0,4106.0,104444.0,1,0,52.9,3.6,No
586,Two Year,Mailed Check,None,No,No,No,Medium,No,46.9,1339.0,65640.0,3,0,,3.5,No
587,Month-to-Month,Electronic Check,Fiber Optic,No,No,No,High,Yes,65.6,4807.0,325617.0,1,1,55.5,4.7,No
588,Two Year,Bank Transfer,None,No,Yes,No,Medium,Yes,3.4,1517.0,5170.0,1,0,,3.6,No
589,Month-to-Month,Electronic Check,Fiber Optic,No,No,No,Medium,Yes,7.5,4706.0,35210.0,1,0,78.5,5.0,Yes
590,One Year,Bank Transfer,DSL,No,Yes,Yes,Medium,No,17.7,3014.0,53294.0,4,3,17.0,1.9,Yes
591,Month-to-Month,Electronic Check,Fiber Optic,No,No,No,High,No,12.7,4785.0,60991.0,4,2,75.8,3.3,Yes
592,Month-to-Month,Electronic Check,None,No,No,No,Medium,No,53.4,2275.0,122111.0,3,5,,3.8,No
593,Month-to-Month,Electronic Check,DSL,No,No,No,Medium,Yes,45.5,738.0,32452.0,1,0,126.7,1.9,No
594,Two Year,Bank Transfer,DSL,No,No,No,High,No,40.6,2198.0,85042.0,0,0,120.8,3.9,No
595,One Year,Mailed Check,DSL,Yes,Yes,Yes,Low,No,65.5,5348.0,349430.0,2,0,11.8,4.5,No
596,One Year,Credit Card,DSL,No,Yes,No,Medium,No,16.5,2477.0,43248.0,2,1,56.5,4.6,No
597,Month-to-Month,Bank Transfer,None,No,No,No,Medium,Yes,17.6,2594.0,45008.0,3,2,,,Yes
598,Month-to-Month,Mailed Check,None,Yes,Yes,No,Medium,No,46.3,6209.0,317929.0,1,1,,5.0,Yes
599,Two Year,Electronic Check,DSL,Yes,No,No,Low,No,30.2,4305.0,118083.0,6,0,23.4,2.9,No
600,Month-to-Month,Electronic Check,None,Yes,No,No,High,No,3.3,3227.0,10892.0,1,1,,3.7,No
601,Month-to-Month,Electronic Check,Fiber Optic,No,No,No,Low,Yes,5.5,2542.0,14525.0,3,2,29.0,3.8,No
602,Month-to-Month,Electronic Check,DSL,Yes,Yes,No,High,No,56.1,4768.0,270542.0,2,0,7.6,4.9,No
603,Month-to-Month,Bank Transfer,DSL,Yes,Yes,No,Medium,No,18.2,3504.0,59445.0,3,0,19.1,3.0,No
604,Month-to-Month,Electronic Check,DSL,Yes,Yes,Yes,Low,No,42.3,2876.0,133450.0,4,1,8.0,3.8,No
605,Month-to-Month,Electronic Check,Fiber Optic,No,No,No,Low,No,8.6,5590.0,49530.0,2,0,89.6,4.1,Yes
606,One Year,Credit Card,None,Yes,No,No,High,Yes,45.7,5249.0,257759.0,0,0,,2.5,No
607,Month-to-Month,Credit Card,Fiber Optic,Yes,Yes,No,Medium,No,36.9,4122.0,152113.0,3,1,33.3,4.5,Yes
608,One Year,Electronic Check,DSL,No,No,Yes,Low,Yes,54.6,2501.0,133254.0,3,1,31.4,,Yes
609,Month-to-Month,Credit Card,Fiber Optic,No,No,No,Low,No,7.2,1568.0,11201.0,4,0,11.4,,No
610,One Year,Electronic Check,Fiber Optic,No,No,No,Low,No,26.0,3277.0,81012.0,3,1,16.9,2.9,No
611,Month-to-Month,Electronic Check,DSL,No,No,No,Medium,Yes,11.0,3033.0,34549.0,1,4,44.6,4.2,No
612,Month-to-Month,Bank Transfer,DSL,No,No,Yes,Low,Yes,10.0,3263.0,35496.0,2,1,2.8,2.8,Yes
613,One Year,Electronic Check,Fiber Optic,No,No,No,Low,Yes,43.7,5155.0,222990.0,1,0,71.0,3.5,No
614,One Year,Electronic Check,Fiber Optic,No,Yes,No,Medium,No,15.5,3266.0,54757.0,1,1,17.4,,No
615,Month-to-Month,Credit Card,DSL,No,No,No,Low,No,26.2,4842.0,119887.0,3,0,62.6,4.4,No
616,One Year,Credit Card,None,No,No,No,Low,Yes,16.2,2744.0,42275.0,3,1,,3.7,No
617,Month-to-Month,Credit Card,Fiber Optic,No,Yes,No,Medium,No,31.9,2328.0,71323.0,2,1,33.7,3.8,No
618,Month-to-Month,Bank Transfer,DSL,No,No,Yes,Low,Yes,52.1,4924.0,271089.0,2,1,44.8,2.6,Yes
619,Two Year,Bank Transfer,Fiber Optic,No,No,No,Low,No,19.3,3303.0,70242.0,2,2,43.4,2.9,No
620,Month-to-Month,Bank Transfer,DSL,No,No,No,Medium,No,14.3,2773.0,39717.0,2,2,44.0,2.8,Yes
621,One Year,Credit Card,Fiber Optic,No,Yes,No,Medium,No,12.7,4495.0,55798.0,3,1,76.0,2.3,Yes
622,Month-to-Month,Electronic Check,Fiber Optic,No,No,No,High,Yes,24.1,1876.0,46025.0,0,1,30.3,,Yes
623,Month-to-Month,Mailed Check,Fiber Optic,No,No,No,High,No,19.8,4449.0,88523.0,2,2,24.0,4.1,No
624,One Year,Electronic Check,DSL,No,Yes,Yes,Medium,No,19.3,6035.0,126111.0,3,0,25.3,2.3,No
625,One Year,Mailed Check,Fiber Optic,No,No,No,Medium,Yes,52.2,5863.0,294128.0,2,1,19.4,4.2,No
626,Two Year,Mailed Check,Fiber Optic,No,Yes,No,Low,No,18.7,2114.0,43329.0,2,0,4.6,2.4,No
627,Two Year,Credit Card,Fiber Optic,Yes,Yes,No,Low,No,43.2,6620.0,299926.0,5,3,53.3,3.4,No
628,One Year,Electronic Check,DSL,No,No,Yes,High,No,14.9,2554.0,38016.0,4,1,68.2,2.9,No
629,Month-to-Month,Mailed Check,DSL,Yes,No,No,Low,No,50.9,5087.0,261896.0,2,0,25.6,2.7,No
630,One Year,Bank Transfer,Fiber Optic,No,Yes,Yes,High,No,59.0,4869.0,280019.0,2,1,68.0,2.7,No
631,Two Year,Mailed Check,Fiber Optic,No,No,No,High,No,8.1,3137.0,25161.0,1,3,33.8,4.0,No
632,One Year,Mailed Check,DSL,No,No,No,Medium,No,23.7,5175.0,128976.0,3,0,30.6,3.0,No
633,One Year,Mailed Check,None,No,Yes,Yes,Low,No,28.6,4984.0,136855.0,3,2,,2.8,No
634,One Year,Electronic Check,Fiber Optic,Yes,Yes,No,Medium,No,16.3,5245.0,88075.0,2,0,64.6,3.1,No
635,Month-to-Month,Electronic Check,None,Yes,Yes,No,Medium,No,48.6,5425.0,253793.0,1,0,,3.5,No
636,Month-to-Month,Bank Transfer,DSL,No,No,No,High,No,19.3,2829.0,51683.0,2,2,21.6,3.4,No
637,Two Year,Mailed Check,Fiber Optic,No,Yes,No,High,No,21.2,2443.0,53470.0,3,3,90.2,3.2,No
638,Two Year,Mailed Check,None,Yes,Yes,No,High,Yes,36.0,4810.0,164213.0,1,1,,1.7,No
639,Two Year,Electronic Check,None,Yes,No,No,Medium,Yes,12.1,3701.0,43821.0,1,0,,5.0,No
640,One Year,Electronic Check,Fiber Optic,No,No,Yes,Medium,No,24.9,2702.0,66988.0,2,1,55.2,,No
641,Month-to-Month,Electronic Check,Fiber Optic,No,No,No,High,No,46.0,3910.0,192958.0,0,0,64.1,1.3,No
642,One Year,Bank Transfer,Fiber Optic,No,Yes,No,High,No,12.8,6540.0,87972.0,3,0,122.1,5.0,No
643,Month-to-Month,Electronic Check,None,No,No,Yes,Low,No,41.2,2794.0,109397.0,0,0,,3.7,No
644,One Year,Credit Card,DSL,No,No,No,Low,No,10.7,6333.0,65763.0,1,1,72.6,2.4,No
645,One Year,Bank Transfer,Fiber Optic,No,Yes,No,Low,Yes,6.0,3848.0,23544.0,2,1,38.9,2.7,No
646,Month-to-Month,Credit Card,Fiber Optic,No,No,No,High,No,21.6,2603.0,55465.0,3,0,12.1,2.7,No
647,Month-to-Month,Bank Transfer,None,No,No,No,Medium,No,8.8,3101.0,27693.0,4,3,,3.7,No
648,Month-to-Month,Electronic Check,DSL,Yes,No,No,Low,No,8.4,4039.0,35547.0,1,2,67.2,4.2,Yes
649,Month-to-Month,Credit Card,Fiber Optic,No,Yes,No,Low,No,71.4,4489.0,308083.0,0,0,35.4,3.0,No
650,Two Year,Electronic Check,DSL,No,No,No,Medium,Yes,72.0,1165.0,84457.0,1,0,19.6,3.2,No
651,Month-to-Month,Bank Transfer,None,No,Yes,No,Medium,No,32.2,5864.0,186022.0,1,1,,3.4,No
652,Month-to-Month,Credit Card,DSL,No,Yes,No,Medium,Yes,4.3,3641.0,15564.0,2,1,8.7,3.7,No
653,One Year,Bank Transfer,Fiber Optic,No,Yes,No,Medium,No,16.8,3174.0,54724.0,1,0,14.4,1.9,No
654,Month-to-Month,Credit Card,DSL,No,No,No,Low,Yes,27.1,3211.0,88165.0,0,1,22.2,2.0,No
655,Month-to-Month,Electronic Check,DSL,Yes,Yes,No,Low,Yes,26.3,911.0,24865.0,2,3,24.3,1.8,No
656,Two Year,Mailed Check,DSL,No,No,No,Low,No,32.0,4542.0,152656.0,3,1,124.3,4.7,No
657,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,No,Low,No,30.9,4974.0,153634.0,2,4,82.2,3.4,Yes
658,Month-to-Month,Electronic Check,None,No,No,Yes,High,No,35.8,1405.0,51270.0,1,0,,4.3,No
659,Month-to-Month,Credit Card,DSL,No,No,No,High,No,11.1,3061.0,34091.0,1,1,63.5,,No
660,Month-to-Month,Credit Card,Fiber Optic,No,Yes,No,Low,No,14.5,5469.0,77430.0,0,1,75.3,3.1,No
661,Month-to-Month,Credit Card,Fiber Optic,Yes,Yes,Yes,High,No,24.6,5947.0,148494.0,0,1,75.7,2.5,No
662,Two Year,Electronic Check,DSL,No,No,No,High,Yes,25.6,3589.0,88324.0,1,0,99.1,3.6,No
663,Two Year,Bank Transfer,DSL,Yes,Yes,No,High,No,17.3,3589.0,67197.0,2,0,63.3,2.0,No
664,Month-to-Month,Bank Transfer,None,No,No,No,High,Yes,40.8,2101.0,78885.0,3,2,,2.8,No
665,Month-to-Month,Bank Transfer,Fiber Optic,Yes,Yes,No,High,No,68.3,3176.0,228306.0,0,1,15.9,2.5,No
666,One Year,Electronic Check,Fiber Optic,Yes,No,No,High,No,7.2,4039.0,28524.0,2,1,24.5,3.1,No
667,Month-to-Month,Mailed Check,DSL,Yes,No,No,High,No,37.9,2611.0,89035.0,1,1,17.9,2.1,No
668,One Year,Electronic Check,Fiber Optic,No,No,No,Low,No,19.4,5232.0,102047.0,1,2,61.4,4.9,Yes
669,Month-to-Month,Electronic Check,DSL,Yes,Yes,No,Low,No,28.1,3931.0,102153.0,4,2,38.3,1.9,Yes
670,One Year,Bank Transfer,Fiber Optic,Yes,No,No,High,No,22.7,2777.0,62615.0,2,2,56.8,3.5,No
671,Month-to-Month,Credit Card,Fiber Optic,No,Yes,No,High,No,72.0,3305.0,246158.0,1,0,73.8,4.4,No
672,One Year,Mailed Check,DSL,Yes,No,No,Medium,No,9.8,5142.0,51278.0,5,2,57.4,3.0,Yes
