claim_id,policy_type,claim_type,incident_location_type,witnesses_present,agent_flagged_history,police_report_filed,claimant_age,policy_tenure_years,prior_claims_count,days_to_report_claim,claim_amount_kes,estimated_repair_cost_kes,claim_amount_to_policy_limit_ratio,customer_credit_score,claim_status
438,Life,Theft,Suburban,Yes,No,,43.0,3.7,2,6.9,179822.0,180669.0,0.215,574.213011051895,Legitimate
439,Auto,Fire,Suburban,Yes,No,Yes,30.0,9.9,2,12.5,88204.0,97258.0,0.517,643.9075583161423,Legitimate
440,Health,Liability,Rural,No,No,Yes,34.0,9.3,0,3.0,155660.0,147611.0,0.643,808.5724662430263,Fraudulent
441,Health,Theft,Suburban,Yes,No,Yes,33.0,14.6,0,3.3,64070.0,58855.0,0.378,606.1377004931568,Legitimate
442,Auto,Medical,Rural,No,No,,31.0,1.3,0,1.6,244059.0,212339.0,0.499,582.6656205359983,Legitimate
443,Auto,Liability,Urban,No,No,Yes,20.0,4.1,3,0.1,115352.0,113731.0,0.236,743.4955205855348,Legitimate
444,Auto,Medical,Urban,No,No,,45.0,1.7,1,10.6,102181.0,93992.0,0.26,702.6491575402016,Legitimate
445,Life,Collision,Urban,Yes,No,,31.0,2.7,0,1.6,127016.0,118563.0,0.363,688.2948109576665,Legitimate
446,Health,Theft,Urban,Yes,No,Yes,60.0,5.7,0,6.4,340844.0,319653.0,0.781,629.8608404012998,Fraudulent
447,Auto,Collision,Suburban,No,No,Yes,31.0,0.4,0,2.2,51624.0,49153.0,0.387,756.268588928626,Legitimate
448,Health,Fire,Rural,Yes,No,No,60.0,10.7,0,5.4,167555.0,160430.0,0.239,798.2940819405784,Legitimate
449,Auto,Collision,Urban,Yes,No,No,58.0,2.2,1,5.6,100464.0,111636.0,0.264,731.653587229087,Legitimate
450,Property,Collision,Rural,Yes,Yes,Yes,64.0,5.4,2,4.3,180692.0,170214.0,0.399,716.6719806042556,Legitimate
451,Life,Theft,Suburban,Yes,No,,26.0,1.9,0,2.1,71832.0,66910.0,0.274,621.8455008465338,Legitimate
452,Health,Liability,Urban,No,No,No,35.0,2.6,1,11.5,39925.0,40044.0,0.342,668.9365425252686,Fraudulent
453,Auto,Collision,Urban,No,No,Yes,50.0,1.3,1,9.1,349488.0,350195.0,0.217,468.48358833831935,Legitimate
454,Property,Medical,Urban,Yes,Yes,,29.0,4.7,1,3.8,148211.0,139827.0,0.18,814.0339592421941,Legitimate
455,Health,Collision,Urban,No,No,Yes,35.0,3.0,0,0.8,386068.0,390662.0,0.351,511.64115376513075,Legitimate
456,Health,Medical,Urban,No,No,,59.0,4.8,1,6.9,222150.0,238669.0,0.773,651.9359461230293,Fraudulent
457,Auto,Medical,Suburban,Yes,No,,30.0,9.0,1,9.1,175768.0,207159.0,0.204,690.0693498944476,Legitimate
458,Life,Collision,Urban,Yes,No,,50.0,6.3,1,4.0,8284.0,8090.0,0.166,544.603481446704,Legitimate
459,Health,Medical,Suburban,Yes,No,,26.0,3.7,1,6.6,130414.0,134164.0,0.408,640.9737837432971,Legitimate
460,Auto,Medical,Suburban,Yes,No,,46.0,5.6,1,6.6,190070.0,175760.0,0.191,504.96867929376026,Legitimate
461,Property,Liability,Urban,Yes,No,Yes,34.0,3.0,1,8.0,56406.0,53413.0,0.196,665.8477322502395,Legitimate
462,Property,Collision,Rural,No,No,No,29.0,3.4,0,6.5,27162.0,26197.0,0.471,686.1126303279382,Legitimate
463,Auto,Medical,Urban,Yes,No,,39.0,4.0,1,6.1,85608.0,77345.0,0.284,646.3540955931607,Legitimate
464,Auto,Collision,Suburban,No,No,Yes,41.0,1.7,1,0.6,170711.0,159819.0,0.172,673.9617403430168,Legitimate
465,Health,Theft,Urban,Yes,No,Yes,57.0,1.1,0,8.4,52262.0,48246.0,0.364,621.7887860706511,Legitimate
466,Health,Medical,Suburban,Yes,No,,38.0,4.2,0,2.5,47316.0,43563.0,0.451,608.5794714138424,Legitimate
467,Auto,Collision,Suburban,No,No,No,44.0,5.4,0,4.1,82413.0,78957.0,0.255,748.5453826588647,Legitimate
468,Auto,Collision,Suburban,No,No,No,31.0,2.7,0,14.4,110781.0,102267.0,0.177,552.0657017412019,Legitimate
469,Health,Collision,Rural,Yes,No,No,51.0,3.4,3,10.2,129712.0,119740.0,0.169,725.5535984703614,Legitimate
470,Health,Collision,Rural,No,No,No,50.0,7.1,2,7.1,123515.0,121296.0,0.23,575.9858195015956,Legitimate
471,Property,Collision,Suburban,No,No,No,43.0,13.6,1,2.5,170293.0,179819.0,0.299,393.5089544949301,Legitimate
472,Life,Fire,Rural,No,No,,47.0,2.8,2,6.3,500603.0,495880.0,0.21,555.2100551692654,Legitimate
473,Auto,Collision,Suburban,Yes,No,Yes,37.0,10.2,0,9.4,202742.0,212577.0,0.174,,Legitimate
474,Health,Fire,Suburban,Yes,Yes,No,41.0,4.7,3,6.9,248869.0,223233.0,0.386,,Legitimate
475,Auto,Medical,Suburban,Yes,No,,34.0,1.8,0,2.0,207392.0,211037.0,0.262,,Legitimate
476,Health,Liability,Urban,Yes,Yes,No,50.0,5.5,2,3.4,146172.0,137660.0,0.765,573.6973748968129,Fraudulent
477,Auto,Fire,Urban,Yes,No,No,18.0,2.6,0,4.0,214425.0,251056.0,0.242,562.9280486291134,Legitimate
478,Auto,Liability,Urban,Yes,No,No,41.0,6.8,2,15.4,105208.0,97345.0,0.22,667.1118009680224,Legitimate
479,Health,Medical,Suburban,Yes,No,,41.0,5.7,1,5.2,275308.0,284598.0,0.326,617.4070364335032,Legitimate
480,Auto,Medical,Urban,No,No,,45.0,7.6,2,0.8,87121.0,88920.0,0.197,777.9047585718733,Legitimate
481,Auto,Theft,Rural,No,No,No,35.0,10.9,1,2.2,196193.0,215647.0,0.197,636.981128831914,Legitimate
482,Health,Liability,Urban,Yes,No,Yes,29.0,2.4,2,12.5,69910.0,70537.0,0.179,796.4123026746471,Legitimate
483,Auto,Collision,Rural,Yes,No,Yes,57.0,5.1,0,3.4,98779.0,99546.0,0.452,499.8567677394424,Legitimate
484,Auto,Fire,Urban,No,No,No,57.0,10.5,0,7.0,169199.0,174371.0,0.48,639.628611790928,Legitimate
485,Property,Liability,Suburban,No,No,No,35.0,2.2,0,1.1,244570.0,263241.0,0.387,763.2335312825584,Legitimate
486,Health,Collision,Rural,No,No,No,72.0,2.6,1,4.1,169805.0,163804.0,0.17,644.1165786477881,Legitimate
487,Health,Collision,Urban,Yes,No,Yes,35.0,8.1,0,4.1,70487.0,70853.0,0.27,594.0233850168121,Legitimate
488,Property,Medical,Urban,Yes,No,,35.0,4.9,0,6.5,53732.0,60527.0,0.417,656.6550661922412,Legitimate
489,Auto,Medical,Urban,No,No,,48.0,11.2,0,15.0,352899.0,328644.0,0.346,676.678344289407,Legitimate
490,Life,Fire,Suburban,Yes,No,,58.0,2.5,0,6.2,145071.0,147214.0,0.289,700.4719588855046,Legitimate
491,Health,Medical,Rural,No,No,,65.0,15.2,0,9.4,279628.0,255500.0,0.578,566.1090878469952,Legitimate
492,Health,Collision,Suburban,No,No,Yes,44.0,5.0,1,2.0,73172.0,69408.0,0.207,535.0909665903293,Legitimate
493,Auto,Collision,Rural,No,No,No,27.0,5.9,2,12.1,289514.0,283944.0,0.347,634.397745226159,Legitimate
494,Auto,Collision,Urban,Yes,No,Yes,45.0,2.7,3,3.7,229285.0,203588.0,0.168,530.5864260453557,Legitimate
495,Auto,Collision,Suburban,No,No,Yes,38.0,5.0,0,20.1,241699.0,222330.0,0.277,700.2966169035456,Legitimate
496,Health,Medical,Urban,Yes,No,,42.0,6.2,0,2.8,264537.0,276423.0,0.216,754.7519871616867,Legitimate
497,Property,Theft,Urban,No,No,No,54.0,7.2,2,8.1,154035.0,152320.0,0.566,550.563382436137,Legitimate
498,Life,Medical,Urban,No,No,,55.0,2.9,0,3.8,210509.0,207376.0,0.241,,Legitimate
499,Property,Medical,Urban,Yes,No,,41.0,17.0,3,5.3,23721.0,24623.0,0.325,806.8648927097848,Legitimate
500,Health,Fire,Urban,No,No,Yes,57.0,3.1,1,1.5,418822.0,454897.0,0.398,729.5144940311123,Legitimate
501,Property,Collision,Urban,Yes,No,Yes,22.0,2.9,1,10.8,117472.0,126135.0,0.362,736.5753166565058,Legitimate
502,Health,Collision,Suburban,Yes,No,No,68.0,3.4,0,2.4,329832.0,394593.0,0.338,,Legitimate
503,Auto,Medical,Rural,No,No,,18.0,5.2,0,6.6,27472.0,27654.0,0.478,731.52350684622,Legitimate
504,Property,Collision,Suburban,No,No,Yes,37.0,3.1,0,1.5,130344.0,123078.0,0.233,673.4224388980172,Legitimate
505,Life,Medical,Suburban,Yes,No,,50.0,7.9,1,7.1,104847.0,100878.0,0.462,637.3575538690116,Legitimate
506,Auto,Medical,Rural,Yes,No,,50.0,7.4,0,11.5,249475.0,229355.0,0.27,700.5055385605647,Legitimate
507,Auto,Liability,Suburban,Yes,No,Yes,35.0,15.5,1,7.9,182210.0,178010.0,0.638,521.9286370686086,Legitimate
508,Auto,Collision,Urban,Yes,No,Yes,32.0,3.2,0,8.7,95132.0,86033.0,0.298,592.2935643343965,Legitimate
509,Auto,Theft,Suburban,Yes,No,Yes,44.0,2.6,2,5.2,327905.0,331356.0,0.172,662.9621325725972,Legitimate
510,Property,Fire,Urban,Yes,Yes,No,47.0,6.3,0,1.7,193784.0,214001.0,0.173,682.2125667474866,Legitimate
511,Life,Collision,Urban,No,No,,48.0,1.6,1,4.0,253488.0,228543.0,0.227,,Legitimate
512,Life,Collision,Urban,Yes,No,,55.0,1.6,0,7.6,80272.0,78354.0,0.372,685.6232830788188,Legitimate
513,Property,Medical,Urban,No,No,,46.0,5.4,1,7.1,207210.0,214796.0,0.186,784.3493501794763,Legitimate
514,Auto,Fire,Rural,Yes,No,Yes,51.0,5.9,0,3.2,496009.0,506960.0,0.207,654.5999026135875,Legitimate
515,Health,Medical,Suburban,Yes,Yes,,36.0,4.6,0,1.9,24413.0,25466.0,0.249,713.2506102449561,Legitimate
516,Health,Medical,Rural,Yes,No,,51.0,6.0,1,9.0,156402.0,149348.0,0.418,659.7996957772863,Legitimate
517,Life,Collision,Urban,Yes,No,,59.0,10.2,2,12.8,180030.0,195857.0,0.301,580.1257124165885,Legitimate
518,Auto,Collision,Urban,Yes,No,Yes,41.0,7.0,0,1.2,209344.0,232003.0,0.772,467.38008116987794,Legitimate
519,Auto,Theft,Urban,Yes,No,Yes,18.0,5.4,1,4.4,124210.0,115228.0,0.225,666.5268675824033,Legitimate
520,Property,Liability,Rural,No,No,Yes,49.0,3.8,3,0.9,96683.0,106323.0,0.175,657.5007021559379,Legitimate
521,Property,Medical,Urban,Yes,No,,25.0,12.9,0,8.4,416934.0,355912.0,0.198,719.936715901938,Legitimate
522,Life,Medical,Suburban,No,No,,35.0,7.6,2,3.3,349358.0,309081.0,0.568,574.2975063150008,Legitimate
523,Life,Collision,Urban,No,No,,18.0,1.3,1,3.8,217365.0,226218.0,0.687,742.1511779878297,Legitimate
524,Health,Collision,Urban,Yes,No,No,46.0,7.2,0,2.9,211069.0,206886.0,0.763,568.2482165859203,Legitimate
525,Life,Medical,Suburban,Yes,No,,42.0,8.4,0,6.3,145996.0,136329.0,0.538,589.5670709672207,Legitimate
526,Property,Medical,Suburban,No,No,,42.0,5.9,0,0.7,96892.0,104908.0,0.37,,Legitimate
527,Health,Theft,Urban,Yes,No,Yes,36.0,5.8,0,5.5,182538.0,175218.0,0.269,773.8787038118483,Legitimate
528,Auto,Collision,Urban,Yes,Yes,Yes,56.0,12.8,1,11.1,47177.0,47913.0,0.709,596.8891028611273,Legitimate
529,Health,Medical,Urban,No,No,,24.0,7.0,1,1.9,339052.0,380945.0,0.41,665.3332605632005,Legitimate
530,Property,Theft,Rural,Yes,No,Yes,56.0,2.2,1,0.8,221698.0,223427.0,0.177,643.6116905618027,Legitimate
531,Auto,Fire,Urban,No,No,Yes,58.0,2.3,0,3.6,132281.0,129093.0,0.81,760.2662405763984,Fraudulent
532,Auto,Medical,Suburban,No,No,,35.0,1.0,1,5.1,74244.0,69131.0,0.19,607.2971869035446,Legitimate
533,Property,Collision,Urban,No,No,Yes,33.0,3.3,0,5.0,149112.0,142498.0,0.251,809.3132450961348,Legitimate
534,Life,Medical,Urban,No,No,,34.0,9.2,1,3.9,207567.0,205556.0,0.283,,Legitimate
535,Auto,Collision,Urban,No,No,Yes,43.0,5.5,0,14.4,873168.0,964198.0,0.52,723.6247927021335,Legitimate
536,Health,Liability,Urban,Yes,No,No,46.0,4.3,0,1.1,74281.0,73722.0,0.283,674.9047589579003,Legitimate
537,Auto,Collision,Suburban,No,No,No,36.0,6.0,2,7.6,428296.0,364027.0,0.186,655.4331396068246,Legitimate
538,Property,Collision,Urban,Yes,No,Yes,48.0,7.7,1,10.4,491049.0,465500.0,0.513,492.54622393111146,Legitimate
539,Health,Collision,Rural,No,No,Yes,43.0,1.3,0,3.2,160191.0,162544.0,0.2,582.7959877371266,Legitimate
540,Auto,Theft,Rural,No,No,No,47.0,8.7,2,11.1,282500.0,301440.0,0.408,717.9308251198663,Fraudulent
541,Health,Theft,Suburban,Yes,No,Yes,44.0,0.9,0,2.8,57054.0,54997.0,0.225,622.7813457909702,Legitimate
542,Health,Theft,Urban,Yes,No,No,40.0,3.9,1,6.2,19614.0,18459.0,0.272,,Legitimate
543,Auto,Collision,Urban,No,No,Yes,45.0,8.9,2,4.7,99392.0,103488.0,0.74,565.4404510406624,Legitimate
544,Property,Medical,Rural,Yes,No,,75.0,4.8,3,3.3,90038.0,78747.0,0.614,658.014551999931,Legitimate
545,Health,Collision,Rural,No,No,No,31.0,4.8,2,1.8,192538.0,197004.0,0.326,,Legitimate
546,Property,Medical,Suburban,Yes,No,,21.0,11.3,0,4.6,125801.0,131936.0,0.317,748.801712132111,Legitimate
547,Life,Collision,Rural,Yes,No,,39.0,3.1,0,0.9,110374.0,109051.0,0.542,651.5030866592338,Legitimate
548,Health,Medical,Rural,Yes,No,,37.0,5.7,0,2.5,43219.0,44075.0,0.224,687.3712681201846,Legitimate
549,Property,Theft,Suburban,No,Yes,No,39.0,1.0,0,10.1,169135.0,184025.0,0.629,574.0279143023184,Fraudulent
550,Health,Collision,Urban,Yes,No,No,43.0,0.9,0,8.2,379252.0,362143.0,0.335,533.7072278518845,Legitimate
551,Property,Theft,Rural,Yes,No,No,21.0,15.8,1,4.3,162047.0,147611.0,0.273,557.7631288971445,Legitimate
552,Health,Medical,Urban,Yes,No,,44.0,2.9,1,9.4,61129.0,62621.0,0.573,633.9622598227966,Legitimate
553,Auto,Medical,Urban,Yes,No,,49.0,2.7,1,4.0,134003.0,118086.0,0.268,746.6115531802868,Legitimate
554,Health,Theft,Urban,Yes,No,No,29.0,3.7,0,6.5,91689.0,92900.0,0.253,577.8897296725269,Legitimate
555,Auto,Collision,Urban,Yes,No,Yes,31.0,6.6,3,3.9,88689.0,77188.0,0.197,614.4758088028107,Legitimate
556,Property,Medical,Urban,Yes,No,,32.0,4.1,0,5.8,198477.0,197486.0,0.183,403.4879011000476,Legitimate
557,Health,Medical,Rural,Yes,No,,31.0,5.2,0,7.2,280141.0,299279.0,0.245,605.7191986514705,Legitimate
558,Auto,Medical,Urban,No,Yes,,33.0,2.7,0,7.0,96268.0,97272.0,0.275,,Legitimate
559,Auto,Theft,Urban,Yes,No,No,43.0,2.5,0,3.4,91623.0,96994.0,0.464,504.28590870573566,Legitimate
560,Auto,Collision,Rural,No,No,Yes,46.0,8.0,1,3.2,146616.0,151398.0,0.2,735.024323592431,Legitimate
561,Life,Theft,Urban,Yes,Yes,,39.0,0.9,0,5.5,141816.0,148394.0,0.272,518.5289834864693,Legitimate
562,Life,Theft,Suburban,No,No,,52.0,9.1,0,17.6,192488.0,197941.0,0.172,499.66305251864867,Legitimate
563,Auto,Collision,Suburban,No,No,Yes,60.0,2.0,0,9.0,272565.0,301435.0,0.176,688.1769758270627,Legitimate
564,Property,Collision,Rural,No,No,No,44.0,3.4,2,5.5,67483.0,68023.0,0.237,,Legitimate
565,Auto,Collision,Urban,No,No,Yes,20.0,1.7,3,3.0,164230.0,168124.0,0.821,648.1139276411195,Fraudulent
566,Health,Medical,Suburban,Yes,No,,72.0,5.0,0,5.0,80040.0,81474.0,0.321,683.0823910650221,Legitimate
567,Life,Theft,Urban,No,Yes,,18.0,7.8,1,5.3,33704.0,36532.0,0.571,562.1298329167621,Fraudulent
568,Auto,Medical,Suburban,Yes,No,,37.0,8.2,0,7.7,142737.0,135622.0,0.199,525.1128091241416,Legitimate
569,Life,Liability,Urban,No,No,,42.0,1.3,0,15.1,92517.0,93043.0,0.195,618.2734851335748,Legitimate
570,Life,Medical,Rural,No,Yes,,49.0,6.1,0,1.5,155232.0,163656.0,0.465,659.6198586505095,Legitimate
571,Property,Liability,Urban,Yes,No,No,49.0,3.4,1,5.9,474579.0,481566.0,0.169,580.471223503539,Legitimate
572,Property,Medical,Urban,No,No,,42.0,1.4,3,1.4,61384.0,53474.0,0.223,656.577977081551,Fraudulent
573,Auto,Medical,Rural,No,No,,30.0,2.1,1,8.8,165933.0,169703.0,0.524,594.9447152072448,Legitimate
574,Auto,Theft,Suburban,Yes,No,Yes,46.0,7.1,2,1.6,54143.0,42549.0,0.299,703.6934685344929,Legitimate
575,Auto,Liability,Urban,Yes,No,No,40.0,1.5,1,6.0,111056.0,127261.0,0.172,697.830696769724,Legitimate
576,Life,Liability,Urban,Yes,No,,18.0,3.1,1,7.7,271041.0,226831.0,0.185,750.5628740859761,Legitimate
577,Auto,Theft,Suburban,No,No,Yes,28.0,0.8,1,1.3,169113.0,158476.0,0.179,531.0027182603769,Legitimate
578,Property,Collision,Urban,No,No,Yes,42.0,7.9,6,4.7,333303.0,356909.0,0.234,719.2499654470378,Legitimate
579,Property,Liability,Urban,Yes,No,No,47.0,2.1,0,8.1,166759.0,169227.0,0.288,647.5435212743653,Legitimate
580,Health,Collision,Rural,Yes,No,No,64.0,6.3,1,3.0,31776.0,30157.0,0.282,699.3043787922103,Legitimate
581,Auto,Medical,Rural,Yes,No,,26.0,3.5,2,9.5,100818.0,102808.0,0.21,512.2696733996629,Legitimate
582,Auto,Collision,Suburban,No,No,No,36.0,14.9,1,0.2,301210.0,344887.0,0.449,530.4137042266301,Legitimate
583,Health,Collision,Rural,Yes,No,Yes,52.0,2.3,0,6.0,267814.0,253549.0,0.665,547.4550306269892,Legitimate
584,Property,Medical,Suburban,Yes,No,,53.0,9.7,0,0.6,25871.0,25255.0,0.304,636.1233451077096,Legitimate
585,Auto,Collision,Urban,Yes,No,No,42.0,3.4,2,5.3,167572.0,164867.0,0.477,686.6476508904768,Legitimate
586,Life,Collision,Suburban,Yes,No,,37.0,2.7,1,4.2,414533.0,475418.0,0.22,581.1468850071591,Legitimate
587,Auto,Medical,Urban,Yes,No,,23.0,5.2,2,4.1,139663.0,169893.0,0.217,649.8000703433792,Legitimate
588,Auto,Collision,Urban,Yes,No,No,18.0,2.0,0,4.6,146402.0,166222.0,0.391,,Legitimate
589,Property,Liability,Urban,No,No,No,41.0,2.6,3,7.9,130778.0,148604.0,0.171,509.7397394973465,Legitimate
590,Life,Theft,Suburban,No,No,,49.0,6.5,0,4.3,191144.0,168502.0,0.399,622.570916597165,Legitimate
591,Auto,Fire,Urban,No,No,Yes,72.0,4.8,1,1.9,271500.0,210338.0,0.183,578.1367343869646,Legitimate
592,Health,Collision,Urban,Yes,No,Yes,34.0,5.6,1,11.7,238013.0,228892.0,0.48,766.3479742234479,Legitimate
593,Auto,Collision,Rural,No,No,Yes,22.0,1.2,0,16.4,98667.0,93388.0,0.398,685.0912618887401,Legitimate
594,Property,Medical,Urban,No,No,,51.0,4.1,1,6.1,109291.0,109554.0,0.185,588.8720205140813,Legitimate
595,Life,Fire,Suburban,Yes,No,,38.0,3.0,1,15.2,88000.0,87676.0,0.471,540.9727829669823,Legitimate
596,Auto,Collision,Urban,No,No,No,21.0,0.4,1,2.9,49046.0,50299.0,0.56,660.0107933478503,Legitimate
597,Auto,Medical,Suburban,Yes,No,,44.0,3.6,1,4.0,180165.0,200723.0,0.207,655.1970493530964,Legitimate
598,Property,Medical,Rural,No,No,,34.0,1.6,0,2.6,216762.0,219973.0,0.19,723.3535792341689,Legitimate
599,Auto,Theft,Suburban,Yes,No,Yes,49.0,2.6,0,2.2,260591.0,276335.0,0.197,673.612836346375,Legitimate
600,Auto,Liability,Urban,Yes,No,No,40.0,2.5,0,10.8,73135.0,75842.0,0.184,633.9863926524125,Legitimate
601,Health,Liability,Suburban,No,No,No,55.0,11.1,2,9.4,182640.0,185935.0,0.386,517.2678329379062,Legitimate
602,Auto,Liability,Urban,Yes,No,Yes,40.0,2.9,1,4.6,47750.0,45119.0,0.368,622.7057938235238,Legitimate
603,Property,Liability,Urban,Yes,No,Yes,64.0,4.3,0,8.2,371329.0,382469.0,0.247,765.0496705045138,Legitimate
604,Auto,Liability,Urban,No,Yes,No,19.0,2.0,0,6.2,63196.0,63582.0,0.19,701.4143777115343,Legitimate
605,Property,Liability,Rural,No,No,Yes,48.0,1.8,1,4.1,170526.0,138189.0,0.462,623.6584442235435,Legitimate
606,Health,Medical,Rural,No,No,,32.0,6.9,1,5.8,160843.0,146786.0,0.238,795.2003446981332,Legitimate
607,Health,Theft,Urban,Yes,No,No,59.0,5.8,0,7.2,296155.0,313198.0,0.214,646.1703291420044,Legitimate
608,Auto,Medical,Suburban,No,No,,62.0,8.7,0,4.8,285930.0,307594.0,0.178,432.8941804146134,Legitimate
609,Auto,Medical,Suburban,No,No,,40.0,2.0,0,4.0,30707.0,27471.0,0.485,464.1950932063105,Legitimate
610,Property,Collision,Suburban,Yes,No,Yes,32.0,5.8,0,1.2,156207.0,158479.0,0.191,438.06034820716,Legitimate
611,Property,Medical,Urban,Yes,No,,36.0,8.2,1,2.2,455305.0,442579.0,0.26,609.3372879641829,Legitimate
612,Property,Theft,Rural,No,Yes,No,58.0,5.9,1,5.3,285925.0,265233.0,0.368,591.1669697199318,Fraudulent
613,Health,Collision,Rural,No,No,No,20.0,7.0,2,4.3,171385.0,180308.0,0.346,656.8167516935149,Legitimate
614,Auto,Collision,Urban,No,No,Yes,31.0,1.9,1,1.1,101266.0,99392.0,0.238,824.4130812577299,Legitimate
615,Auto,Theft,Suburban,Yes,No,Yes,37.0,8.9,1,9.3,643836.0,709380.0,0.767,570.1461465066362,Legitimate
616,Property,Medical,Rural,Yes,No,,18.0,5.1,1,12.9,97662.0,97056.0,0.212,693.1258805628337,Legitimate
617,Property,Medical,Rural,Yes,No,,25.0,12.5,0,7.8,144894.0,138096.0,0.698,587.6386594397974,Legitimate
618,Life,Theft,Urban,No,No,,39.0,3.4,1,4.6,250599.0,261431.0,0.437,655.7081994925795,Legitimate
619,Auto,Theft,Rural,No,No,Yes,26.0,2.5,2,1.4,123396.0,108683.0,0.198,757.2322647816025,Legitimate
620,Health,Theft,Urban,Yes,No,No,18.0,1.8,1,4.5,90011.0,83360.0,0.189,690.6754585313291,Legitimate
621,Health,Theft,Suburban,Yes,No,Yes,42.0,9.2,0,4.0,128502.0,122922.0,0.202,752.3480430920919,Legitimate
622,Life,Medical,Suburban,Yes,No,,25.0,12.7,0,0.9,30302.0,24398.0,0.171,516.961811581271,Legitimate
623,Auto,Liability,Suburban,No,No,Yes,48.0,4.1,1,1.9,401771.0,367193.0,0.654,572.6014110986843,Legitimate
624,Auto,Liability,Suburban,No,No,No,47.0,7.1,1,6.4,185391.0,196065.0,0.273,675.3308888076076,Legitimate
625,Auto,Collision,Suburban,Yes,No,Yes,81.0,4.3,0,4.6,66835.0,67464.0,0.736,591.5281011465632,Legitimate
626,Health,Medical,Urban,No,Yes,,40.0,7.2,3,2.2,88838.0,84909.0,0.766,589.5528852249475,Fraudulent
627,Auto,Theft,Rural,Yes,No,Yes,37.0,1.1,1,7.8,57805.0,54417.0,0.284,720.9900029912694,Legitimate
628,Life,Theft,Urban,Yes,No,,39.0,3.8,1,3.0,28242.0,28695.0,0.41,493.27241866650536,Legitimate
629,Auto,Liability,Urban,Yes,No,Yes,56.0,4.2,2,7.0,417702.0,453167.0,0.205,617.0375690725191,Legitimate
630,Health,Theft,Urban,No,No,Yes,45.0,5.2,0,4.5,43556.0,42798.0,0.223,744.1441734320258,Legitimate
631,Property,Collision,Suburban,Yes,No,No,47.0,6.2,1,10.7,40265.0,43751.0,0.194,358.6781352159801,Legitimate
632,Life,Collision,Urban,No,No,,44.0,4.7,0,3.8,135925.0,149103.0,0.264,666.1160991901663,Legitimate
633,Property,Theft,Urban,Yes,No,No,46.0,3.7,2,8.8,86166.0,86943.0,0.783,523.3550497518523,Fraudulent
634,Property,Theft,Urban,Yes,No,Yes,34.0,13.8,0,1.9,101631.0,93004.0,0.372,567.5043566770286,Legitimate
635,Auto,Fire,Urban,Yes,No,Yes,47.0,3.2,2,1.3,96966.0,101552.0,0.532,619.6460919075953,Legitimate
636,Auto,Liability,Rural,Yes,Yes,Yes,29.0,7.2,0,7.3,160362.0,145637.0,0.339,705.9253607168768,Legitimate
637,Health,Medical,Urban,Yes,No,,46.0,4.2,2,3.5,87678.0,92236.0,0.204,754.6815644816397,Legitimate
638,Auto,Liability,Rural,Yes,No,No,45.0,4.0,3,3.4,307693.0,284222.0,0.422,653.2014774758968,Legitimate
639,Health,Fire,Rural,Yes,No,Yes,27.0,5.9,2,0.9,165188.0,182251.0,0.206,695.3612132605433,Legitimate
640,Property,Theft,Suburban,No,No,Yes,54.0,8.4,1,10.8,117953.0,107774.0,0.18,626.8423210101207,Legitimate
641,Health,Fire,Urban,No,No,No,53.0,6.5,0,2.4,53357.0,50310.0,0.386,672.5976161390116,Legitimate
642,Life,Medical,Urban,Yes,No,,51.0,4.4,2,8.6,155624.0,162951.0,0.328,708.3646802136568,Legitimate
643,Life,Medical,Suburban,Yes,No,,32.0,2.1,0,6.0,349909.0,354465.0,0.34,651.9601488026685,Legitimate
644,Property,Collision,Rural,No,No,No,35.0,2.5,1,8.3,140261.0,131682.0,0.22,,Legitimate
645,Auto,Theft,Urban,Yes,No,Yes,44.0,2.7,3,3.0,125170.0,111533.0,0.551,701.4013822815647,Legitimate
646,Auto,Collision,Suburban,No,No,No,36.0,24.0,2,6.8,277749.0,259026.0,0.295,517.2503447766794,Legitimate
647,Life,Theft,Suburban,Yes,No,,43.0,2.1,1,8.8,251349.0,253628.0,0.331,693.0707446018819,Legitimate
648,Life,Collision,Urban,Yes,No,,34.0,1.7,0,5.4,204883.0,194845.0,0.474,645.4191737055266,Legitimate
649,Health,Theft,Suburban,Yes,No,No,33.0,2.8,0,2.5,436319.0,435777.0,0.183,665.0015275092843,Legitimate
650,Property,Theft,Urban,Yes,No,Yes,44.0,3.3,1,2.1,103658.0,108111.0,0.337,798.1269838730533,Legitimate
651,Health,Collision,Rural,No,No,No,40.0,4.6,6,5.1,211481.0,228439.0,0.625,640.2475354924201,Legitimate
652,Health,Theft,Rural,No,No,Yes,35.0,6.2,0,5.3,67621.0,62799.0,0.332,824.3312612257197,Legitimate
653,Auto,Collision,Urban,No,No,No,22.0,3.2,0,11.9,70109.0,71509.0,0.297,585.1229343644795,Legitimate
654,Auto,Theft,Rural,Yes,No,Yes,29.0,13.2,0,2.5,87946.0,91501.0,0.528,645.0601574262826,Legitimate
655,Auto,Theft,Suburban,No,No,No,52.0,6.5,0,1.9,341334.0,382933.0,0.189,576.7207144111885,Legitimate
656,Auto,Medical,Urban,No,No,,31.0,8.0,2,4.3,38800.0,37264.0,0.539,593.5215230942488,Legitimate
657,Health,Theft,Rural,No,No,No,42.0,2.0,0,6.9,137419.0,124361.0,0.213,608.724569640979,Legitimate
658,Auto,Collision,Urban,No,No,No,35.0,1.2,1,6.8,261970.0,246541.0,0.705,581.9796733548496,Legitimate
